2458325.2986548184 0.9996759892 0.0002312423
2458325.3000437259 0.9998112917 0.0002314085
2458325.3014326333 0.9990355968 0.0002313433
2458325.3028215407 0.9995954037 0.0002314492
2458325.3042104477 0.9994345307 0.0002314213
2458325.3055993551 1.0000057220 0.0002314826
2458325.3069882621 0.9993975759 0.0002314544
2458325.3083771695 0.9994137883 0.0002314211
2458325.3097660770 0.9998331666 0.0002315031
2458325.3111549839 0.9996316433 0.0002314885
2458325.3125438914 0.9995191097 0.0002314894
2458325.3139327983 0.9995458722 0.0002314550
2458325.3153217058 0.9997153878 0.0002314874
2458325.3167106132 0.9995794892 0.0002315186
2458325.3180995206 0.9995394945 0.0002314869
2458325.3194884276 0.9995206594 0.0002315288
2458325.3208773350 0.9997294545 0.0002315260
2458325.3222662420 0.9998750091 0.0002315837
2458325.3236551494 0.9998212457 0.0002315557
2458325.3250440569 0.9999510646 0.0002315861
2458325.3264329638 0.9996964335 0.0002315601
2458325.3278218713 0.9993560910 0.0002315611
2458325.3292107787 0.9995135665 0.0002315821
2458325.3305996857 0.9994650483 0.0002315605
2458325.3319885931 0.9996414781 0.0002316091
2458325.3333775005 0.9996692538 0.0002315957
2458325.3347664075 0.9994567633 0.0002316220
2458325.3361553149 0.9997369647 0.0002316469
2458325.3375442219 0.9999777675 0.0002316764
2458325.3389331293 0.9996089935 0.0002316489
2458325.3403220368 0.9996199012 0.0002316350
2458325.3417109442 0.9997365475 0.0002316668
2458325.3430998512 0.9995394945 0.0002316385
2458325.3444887586 0.9994419217 0.0002316275
2458325.3458776660 0.9999011755 0.0002317154
2458325.3472665730 0.9997183681 0.0002316852
2458325.3486554804 0.9997746348 0.0002317220
2458325.3500443874 0.9999607205 0.0002317193
2458325.3514332948 0.9996543527 0.0002316804
2458325.3528222023 0.9995442629 0.0002316979
2458325.3542111092 0.9994238615 0.0002316890
2458325.3556000167 0.9995153546 0.0002317014
2458325.3569889241 0.9998997450 0.0002317591
2458325.3583778311 0.9996807575 0.0002317235
2458325.3597667385 0.9996139407 0.0002317436
2458325.3611556459 0.9997013807 0.0002317498
2458325.3625445529 0.9993786812 0.0002317174
2458325.3639334603 0.9997919798 0.0002317582
2458325.3653223673 0.9996253848 0.0002317835
2458325.3667112747 0.9996997118 0.0002317648
2458325.3681001822 0.9995602369 0.0002317669
2458325.3694890891 0.9994900227 0.0002317941
2458325.3708779966 0.9994257092 0.0002317634
2458325.3722669040 0.9996565580 0.0002317787
2458325.3736558110 0.9991562963 0.0002317111
2458325.3750447184 0.9996261001 0.0002318069
2458325.3764336258 0.9996647239 0.0002318032
2458325.3778225328 0.9995809793 0.0002318143
2458325.3792114402 0.9993886948 0.0002317801
2458325.3806003472 0.9995744228 0.0002317969
2458325.3819892546 0.9997762442 0.0002318266
2458325.3833781620 0.9995881319 0.0002318231
2458325.3847670690 0.9996976256 0.0002317988
2458325.3861559764 0.9998040199 0.0002318146
2458325.3875448839 0.9996453524 0.0002318259
2458325.3889337913 0.9995729327 0.0002318003
2458325.3903226983 0.9993584156 0.0002318138
2458325.3917116057 0.9995400310 0.0002318151
2458325.3931005127 0.9992576838 0.0002317856
2458325.3944894201 0.9993512630 0.0002318227
2458325.3958783275 0.9995233417 0.0002318261
2458325.3972672345 0.9994899631 0.0002318380
2458325.3986561419 0.9997506738 0.0002318527
2458325.4000450494 0.9999500513 0.0002318754
2458325.4014339563 0.9992925525 0.0002318205
2458325.4028228638 0.9995048642 0.0002318493
2458325.4042117712 0.9998463988 0.0002318450
2458325.4056006782 0.9997075796 0.0002318459
2458325.4069895856 0.9993377328 0.0002318103
2458325.4083784926 0.9999273419 0.0002318952
2458325.4097674000 0.9994072914 0.0002318297
2458325.4111563074 0.9988546371 0.0002317957
2458325.4125452144 0.9993943572 0.0002318226
2458325.4139341218 0.9995792508 0.0002318418
2458325.4153230293 0.9998365045 0.0002319037
2458325.4167119362 0.9992253184 0.0002318296
2458325.4181008437 0.9998303652 0.0002318859
2458325.4194897511 0.9996740222 0.0002318509
2458325.4208786581 0.9996976256 0.0002319046
2458325.4222675655 0.9994238615 0.0002318064
2458325.4236564725 0.9996129274 0.0002318681
2458325.4250453799 0.9994836450 0.0002318698
2458325.4264342873 0.9998807907 0.0002319227
2458325.4278231943 0.9993209839 0.0002318516
2458325.4292121017 0.9993069172 0.0002318726
2458325.4306010092 0.9992231727 0.0002318295
2458325.4319899166 0.9994127154 0.0002318549
2458325.4333788236 0.9990162253 0.0002317778
2458325.4347677310 0.9996528625 0.0002318807
2458325.4361566380 0.9997578859 0.0002318998
2458325.4375455454 0.9995544553 0.0002318676
2458325.4389344528 0.9993986487 0.0002318892
2458325.4403233598 0.9995875359 0.0002318838
2458325.4417122672 0.9991850853 0.0002318543
2458325.4431011742 0.9993580580 0.0002318478
2458325.4444900816 0.9991899729 0.0002318343
2458325.4458789891 0.9993478656 0.0002318811
2458325.4472678965 0.9989876747 0.0002318137
2458325.4486568035 0.9996435642 0.0002319069
2458325.4500457109 0.9995890856 0.0002318957
2458325.4514346179 0.9995465279 0.0002319045
2458325.4528235253 1.0000267029 0.0002319167
2458325.4542124327 1.0000976324 0.0002319724
2458325.4556013397 0.9996435642 0.0002319043
2458325.4569902471 0.9991582632 0.0002318516
2458325.4583791541 0.9993499517 0.0002318738
2458325.4597680615 1.0000480413 0.0002319301
2458325.4611569690 0.9995629787 0.0002319163
2458325.4625458764 0.9994395375 0.0002318784
2458325.4639347834 0.9997924566 0.0002319166
2458325.4653236908 0.9994479418 0.0002318899
2458325.4667125978 0.9998475909 0.0002319501
2458325.4681015052 0.9995565414 0.0002319058
2458325.4694904126 0.9999168515 0.0002319251
2458325.4708793196 0.9995953441 0.0002318961
2458325.4722682270 0.9996497035 0.0002319370
2458325.4736571340 0.9996051192 0.0002319135
2458325.4750460419 0.9993351698 0.0002319072
2458325.4764349489 0.9993244410 0.0002318763
2458325.4778238563 0.9993641973 0.0002319258
2458325.4792127633 0.9996585846 0.0002319229
2458325.4806016707 0.9994575977 0.0002319019
2458325.4819905777 0.9995128512 0.0002319262
2458325.4833794851 0.9995690584 0.0002319435
2458325.4847683925 0.9994022250 0.0002319243
2458325.4861572995 0.9997397661 0.0002319412
2458325.4875462069 1.0000791550 0.0002320120
2458325.4889351144 0.9991581440 0.0002318818
2458325.4903240218 0.9998375773 0.0002320029
2458325.4917129287 0.9994363785 0.0002319309
2458325.4931018362 0.9995693564 0.0002319656
2458325.4944907431 0.9994795918 0.0002319059
2458325.4958796506 0.9994416237 0.0002319392
2458325.4972685580 0.9999197721 0.0002319896
2458325.4986574650 0.9995129704 0.0002319747
2458325.5000463724 0.9999000430 0.0002320034
2458325.5014352794 0.9997741580 0.0002319797
2458325.5028241868 0.9996482730 0.0002319882
2458325.5042130942 0.9991654158 0.0002319415
2458325.5056020017 0.9998594522 0.0002320165
2458325.5069909086 1.0000444651 0.0002320537
2458325.5083798161 0.9995198846 0.0002319513
2458325.5097687230 0.9995082617 0.0002319745
2458325.5111576305 0.9999524355 0.0002320470
2458325.5125465379 1.0000344515 0.0002320273
2458325.5139354449 0.9994905591 0.0002319416
